ftype,batch,filename,family_id,family_name,strategy_name,original_category
md,2024_1_origin_explain,74.形态识别_单边上涨v3.md,06,技术指标与形态,形态识别_单边上涨v3,技术指标策略
md,2024_1_origin_explain,69.人工智能早晨十字星模型反转形态预测.md,08,机器学习与AI,人工智能早晨十字星模型反转形态预测,机器学习策略
md,2024_2_origin_explain,87.北上净买入策略.md,10,北向资金,北上净买入策略,北向资金策略
md,2024_2_origin_explain,74.【动量应用V1】12年120倍，根据研报思路调整.md,07,趋势跟踪与动量,【动量应用V1】12年120倍，根据研报思路调整,趋势跟踪/动量策略
md,2024_2_origin_explain,92.利用myTT库整合通达信公式——以“飞鹰优选”选股公式为例.md,06,技术指标与形态,"利用myTT库整合通达信公式——以""飞鹰优选""选股公式为例",技术指标策略
md,2024_2_origin_explain,76.ETF-控制回撤性能拉满（国债ETF增强).md,02,ETF轮动,ETF-控制回撤性能拉满（国债ETF增强）,ETF轮动策略
md,2024_2_origin_explain,6.PEG+成长+小市值+RSRS择时.md,01,小市值与微盘股,PEG+成长+小市值+RSRS择时,基本面选股策略
md,2024_2_origin_explain,16.ETF轮动策略升级-多类别-低回撤.md,02,ETF轮动,ETF轮动策略升级-多类别-低回撤,ETF轮动策略
md,2024_2_origin_explain,63.生猪期货CTA策略.md,11,期货与做空,生猪期货CTA策略,期货策略
md,2024_2_origin_explain,39.绩优小市值量化君也-模拟交易年化333.75%.md,01,小市值与微盘股,绩优小市值量化君也-模拟交易年化333.75%,基本面选股策略
md,2024_2_origin_explain,33.胜率88.9%之君正集团策略-大阳分歧反包.md,03,打板与龙头,胜率88.9%之君正集团策略-大阳分歧反包,龙头/涨停板策略
md,2024_2_origin_explain,21.行业ETF轮动+择时，15年至今年化收益35%，回撤16%.md,02,ETF轮动,行业ETF轮动+择时，15年至今年化收益35%，回撤16%,ETF轮动策略
md,2024_2_origin_explain,55.【复现】技术指标形态识别.md,06,技术指标与形态,【复现】技术指标形态识别,技术指标策略
md,2024_2_origin_explain,44.！！！最易上手的网格策略v2.0，设置几个参数就可以直接使用.md,15,其他,！！！最易上手的网格策略v2.0，设置几个参数就可以直接使用,网格交易策略
md,2024_2_origin_explain,37.三阳三阴战法.md,06,技术指标与形态,三阳三阴战法,技术指标策略
md,2024_2_origin_explain,"94.FoF, all in.md",14,资产配置与多策略组合,"FoF, all in",资产配置策略
md,2024_2_origin_explain,7.致敬经典作品——小兵哥《一致性风险度量》——极速版.md,14,资产配置与多策略组合,致敬经典作品——小兵哥《一致性风险度量》——极速版,资产配置策略
md,2024_2_origin_explain,10.龙头首阴战法改版二.md,03,打板与龙头,龙头首阴战法改版二,龙头/涨停板策略
md,2024_2_origin_explain,43.ETF动量因子评估.md,02,ETF轮动,ETF动量因子评估,ETF轮动策略
md,2024_2_origin_explain,85.价值策略重开，再次向Jqz1226致敬.md,04,基本面价值选股,价值策略重开，再次向Jqz1226致敬,基本面选股策略
md,2024_2_origin_explain,27.中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.md,11,期货与做空,中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募,期货策略
md,2024_2_origin_explain,67.三因子策略年化21%简单多因子策略框架.md,04,基本面价值选股,三因子策略年化21%简单多因子策略框架,基本面选股策略
md,2024_2_origin_explain,73.实现净利润跳空策略.md,06,技术指标与形态,实现净利润跳空策略,技术指标策略
md,2024_2_origin_explain,93.因子看板多因子模型---由量化课堂多因子模型修改.md,04,基本面价值选股,因子看板多因子模型---由量化课堂多因子模型修改,基本面选股策略
md,2024_2_origin_explain,53.超跌网格交易大法V1.2：稳健跑赢大盘-年化13%回撤7%.md,12,超跌反弹,超跌网格交易大法V1.2：稳健跑赢大盘-年化13%回撤7%,超跌反弹策略
md,2024_2_origin_explain,75.ETF轮动策略-入门2.0.md,02,ETF轮动,ETF轮动策略-入门2.0,ETF轮动策略
md,2024_2_origin_explain,41.手把手教你“机器学习-动态多因子选股”(附保姆级教程).md,08,机器学习与AI,"手把手教你""机器学习-动态多因子选股""(附保姆级教程)",机器学习策略
md,2024_2_origin_explain,60.ETF动量轮动RSRS择时-v2.md,02,ETF轮动,ETF动量轮动RSRS择时-v2,ETF轮动策略
md,2024_2_origin_explain,84.多大规模的基金收益最好？偏股基金规模研究.md,15,其他,多大规模的基金收益最好？偏股基金规模研究,其他策略
md,2024_2_origin_explain,99.计算每日全A市场个股创新高比例(改).md,15,其他,计算每日全A市场个股创新高比例(改),其他策略
md,2024_2_origin_explain,58.ETF动量轮动RSRS与北上择时-股债平衡-盘中止损.md,02,ETF轮动,ETF动量轮动RSRS与北上择时-股债平衡-盘中止损,ETF轮动策略
md,2024_2_origin_explain,82.可转债知识总结.md,13,可转债,可转债知识总结,可转债策略
md,2024_2_origin_explain,12.全市场选股？7年5倍不择时，回撤30%左右.md,05,择时策略,全市场选股？7年5倍不择时，回撤30%左右,基本面选股策略
md,2024_2_origin_explain,30.【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.md,12,超跌反弹,【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股,超跌反弹策略
md,2024_2_origin_explain,90.大师策略——柯林·麦克连成长价值优势投资法.md,04,基本面价值选股,大师策略——柯林·麦克连成长价值优势投资法,基本面选股策略
md,2024_2_origin_explain,34.【回撤二波2.0】透过一次过拟合的机器学习摸底策略的收益上限.md,08,机器学习与AI,【回撤二波2.0】透过一次过拟合的机器学习摸底策略的收益上限,机器学习策略
md,2024_2_origin_explain,54.sales_growth今年最优版.md,04,基本面价值选股,sales_growth今年最优版,基本面选股策略
md,2024_2_origin_explain,57.别人恐惧我贪婪3——年化20%的股债组合.md,14,资产配置与多策略组合,别人恐惧我贪婪3——年化20%的股债组合,资产配置策略
md,2024_2_origin_explain,59.年化62%的动量策略.md,07,趋势跟踪与动量,年化62%的动量策略,趋势跟踪/动量策略
md,2024_2_origin_explain,42.实盘出现的问题和解决办法.md,15,其他,实盘出现的问题和解决办法,其他策略
md,2024_2_origin_explain,81.低PB小市值低换手策略总结.md,01,小市值与微盘股,低PB小市值低换手策略总结,基本面选股策略
md,2024_2_origin_explain,56.一创PEG+EBIT+turnover_volatility.md,04,基本面价值选股,一创PEG+EBIT+turnover_volatility,基本面选股策略
md,2024_2_origin_explain,97.【涨停研究一】具有哪些因子的股票更容易涨停.md,03,打板与龙头,【涨停研究一】具有哪些因子的股票更容易涨停,龙头/涨停板策略
md,2024_2_origin_explain,89.年化收益55.7%， 超高胜率 0.799.md,15,其他,年化收益55.7%， 超高胜率 0.799,其他策略
md,2024_2_origin_explain,95.首席质量因子-Gross Profitabilit（简化版）.md,04,基本面价值选股,首席质量因子-Gross Profitabilit（简化版）,基本面选股策略
md,2024_2_origin_explain,48.一种宏观数据的中长线策略，年化15%，最大回撤9%.md,15,其他,一种宏观数据的中长线策略，年化15%，最大回撤9%,其他策略
md,2024_2_origin_explain,36.致敬市场(6) ，指数期货贴水.md,11,期货与做空,致敬市场(6) ，指数期货贴水,期货策略
md,2024_2_origin_explain,35.自适应量化终极算法2.0 （全新升级).md,08,机器学习与AI,自适应量化终极算法2.0 （全新升级）,机器学习策略
md,2024_2_origin_explain,80.短线策略-2022年两个半月收益45%-无未来函数.md,15,其他,短线策略-2022年两个半月收益45%-无未来函数,其他策略
md,2024_2_origin_explain,22.菜场大妈选股法.md,01,小市值与微盘股,菜场大妈选股法,基本面选股策略
md,2024_2_origin_explain,77.龙头弱转强战法.md,03,打板与龙头,龙头弱转强战法,龙头/涨停板策略
md,2024_2_origin_explain,70.（股票交易模板）小市值-EPS-成长因子选股.md,01,小市值与微盘股,（股票交易模板）小市值-EPS-成长因子选股,基本面选股策略
md,2024_2_origin_explain,100.【复现】金股组合增强—分析师推荐概率.md,15,其他,【复现】金股组合增强—分析师推荐概率,其他策略
md,2024_2_origin_explain,31.《趋势永存》持续16年跑赢大盘的真正靠谱策略.md,07,趋势跟踪与动量,《趋势永存》持续16年跑赢大盘的真正靠谱策略,趋势跟踪/动量策略
md,2024_2_origin_explain,51.行业反转效应（年化32%回撤8%).md,09,行业板块轮动,行业反转效应（年化32%回撤8%）,板块轮动策略
md,2024_2_origin_explain,68.胜率78%，6年36倍，今年行情依然50%年化.md,04,基本面价值选股,胜率78%，6年36倍，今年行情依然50%年化,基本面选股策略
md,2024_2_origin_explain,65.神级策略：桥水全天候策略-7年最大回撤仅3.5%.md,14,资产配置与多策略组合,神级策略：桥水全天候策略-7年最大回撤仅3.5%,资产配置策略
md,2024_2_origin_explain,18.动量ETF轮动-RSRS择时-卡尔曼滤波.md,02,ETF轮动,动量ETF轮动-RSRS择时-卡尔曼滤波,ETF轮动策略
md,2024_2_origin_explain,78.ffscore选股加rsrs择时.md,05,择时策略,ffscore选股加rsrs择时,基本面选股策略
md,2024_2_origin_explain,8.14个月200%，超短线实盘交易策略！无未来函数.md,06,技术指标与形态,14个月200%，超短线实盘交易策略！无未来函数,技术指标策略
md,2024_2_origin_explain,20.【复现】因子择时？？？.md,05,择时策略,【复现】因子择时？？？,其他策略
md,2024_2_origin_explain,96.集合竞价量比策略V1.md,03,打板与龙头,集合竞价量比策略V1,龙头/涨停板策略
md,2024_2_origin_explain,66.ETF动量轮动MA乖离择时.md,02,ETF轮动,ETF动量轮动MA乖离择时,ETF轮动策略
md,2024_2_origin_explain,24.宽基ETF动量轮动钝化RSRS择时-回撤小.md,02,ETF轮动,宽基ETF动量轮动钝化RSRS择时-回撤小,ETF轮动策略
md,2024_2_origin_explain,38.ETF动量轮动RSRS择时-魔改3-北向资金择时-再优化.md,10,北向资金,ETF动量轮动RSRS择时-魔改3-北向资金择时-再优化,北向资金策略
md,2024_2_origin_explain,62.【重构】C-VIX 中国版 VIX 编制手册.md,15,其他,【重构】C-VIX 中国版 VIX 编制手册,其他策略
md,2024_2_origin_explain,14.为实盘做的更新：分钟级别和盘中止损.md,06,技术指标与形态,为实盘做的更新：分钟级别和盘中止损,技术指标策略
md,2024_2_origin_explain,5.随机森林策略，低换手率，年化近50%.md,08,机器学习与AI,随机森林策略，低换手率，年化近50%,机器学习策略
md,2024_2_origin_explain,47.别人恐惧我贪婪——重视大盘择时.md,05,择时策略,别人恐惧我贪婪——重视大盘择时,其他策略
md,2024_2_origin_explain,49.修改成一创版本.md,04,基本面价值选股,修改成一创版本,基本面选股策略
md,2024_2_origin_explain,40.RSI学习贴.md,06,技术指标与形态,RSI学习贴,技术指标策略
md,2024_2_origin_explain,98.【漂亮50】“漂亮50”策略复现以及股息率排序函数.md,04,基本面价值选股,"【漂亮50】""漂亮50""策略复现以及股息率排序函数",基本面选股策略
md,2024_2_origin_explain,11.缠论交易策略.md,06,技术指标与形态,缠论交易策略,技术指标策略
md,2024_2_origin_explain,1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.md,01,小市值与微盘股,一颗耀眼的星—【回顾2】小市值成长股策略更新—改,基本面选股策略
md,2024_2_origin_explain,4.集合竞价摸奖策略1.0-致敬2022.md,03,打板与龙头,集合竞价摸奖策略1.0-致敬2022,龙头/涨停板策略
md,2024_2_origin_explain,83.开盘幅度决定日内方向.md,06,技术指标与形态,开盘幅度决定日内方向,技术指标策略
md,2024_2_origin_explain,2.ETF动量轮动RSRS择时-魔改3小优化.md,02,ETF轮动,ETF动量轮动RSRS择时-魔改3小优化,ETF轮动策略
md,2024_2_origin_explain,26.近几年一直有效的股票BOLL择时策略.md,05,择时策略,近几年一直有效的股票BOLL择时策略,技术指标策略
md,2024_2_origin_explain,9.分享几个截止2022年3月仍有效的策略.md,15,其他,分享几个截止2022年3月仍有效的策略,其他策略
md,2024_2_origin_explain,17.科技与狠活.md,15,其他,科技与狠活,其他策略
md,2024_2_origin_explain,72.随机森林 - 多因子模型.md,08,机器学习与AI,随机森林 - 多因子模型,机器学习策略
md,2024_2_origin_explain,46.韶华研究之十二--还算可以的竞价研究.md,03,打板与龙头,韶华研究之十二--还算可以的竞价研究,龙头/涨停板策略
md,2024_2_origin_explain,45.真真正正的诚意之作-2021超十倍.md,07,趋势跟踪与动量,真真正正的诚意之作-2021超十倍,趋势跟踪/动量策略
md,2024_2_origin_explain,19.【复现】高频价量相关性，意想不到的选股因子.md,09,行业板块轮动,【复现】高频价量相关性，意想不到的选股因子,板块轮动策略
md,2024_2_origin_explain,64.ETF轮动策略升级-增加盘中止损.md,02,ETF轮动,ETF轮动策略升级-增加盘中止损,ETF轮动策略
md,2024_2_origin_explain,61.简单ETF策略，年化97%.md,02,ETF轮动,简单ETF策略，年化97%,ETF轮动策略
md,2024_2_origin_explain,"32.追高概率涨停策略, 2022年化350%.md",03,打板与龙头,"追高概率涨停策略, 2022年化350%",龙头/涨停板策略
md,2024_2_origin_explain,28.【回顾2】小市值成长股策略更新SG-MS-PEG-HL.md,01,小市值与微盘股,【回顾2】小市值成长股策略更新SG-MS-PEG-HL,基本面选股策略
md,2024_2_origin_explain,29.【策略.行业轮动】趋势-拥挤-景气度模型看行业轮动.md,09,行业板块轮动,【策略.行业轮动】趋势-拥挤-景气度模型看行业轮动,板块轮动策略
md,2024_2_origin_explain,91.【复现】特征分布建模择时.md,05,择时策略,【复现】特征分布建模择时,其他策略
md,2024_2_origin_explain,71.期货日内策略三价均线结合ATR指标.md,11,期货与做空,期货日内策略三价均线结合ATR指标,期货策略
md,2024_2_origin_explain,13.【涨停研究三】连板股票收益统计与回测.md,03,打板与龙头,【涨停研究三】连板股票收益统计与回测,龙头/涨停板策略
md,2024_2_origin_explain,79.实盘一周50%的妖股探测器.md,03,打板与龙头,实盘一周50%的妖股探测器,龙头/涨停板策略
md,2024_2_origin_explain,28.【回顾2】小市值成长股策略更新FROEC-PB-CAP-HL.md,01,小市值与微盘股,【回顾2】小市值成长股策略更新SG-MS-PEG-HL,基本面选股策略
md,2024_2_origin_explain,3.截止到21年12月依然有效的小市值适配因子.md,01,小市值与微盘股,截止到21年12月依然有效的小市值适配因子,其他策略
md,2024_2_origin_explain,52.市场宽度——简洁版.md,15,其他,市场宽度——简洁版,其他策略
md,2024_2_origin_explain,50.ETF动量轮动RSRS择时-V2.1.md,02,ETF轮动,ETF动量轮动RSRS择时-V2.1,ETF轮动策略
md,2024_2_origin_explain,15.高股息低杠杆小市值轮动策略.md,01,小市值与微盘股,高股息低杠杆小市值轮动策略,基本面选股策略
md,2024_2_origin_explain,86.可转债双低策略.md,13,可转债,可转债双低策略,可转债策略
md,2024_2_origin_explain,25.年初至今4倍，极致的Day Trading，56.8%胜率.md,06,技术指标与形态,年初至今4倍，极致的Day Trading，56.8%胜率,技术指标策略
md,2024_2_origin_explain,88.打首板策略，今年收益达到40%，绝无未来函数（必回）.md,03,打板与龙头,打首板策略，今年收益达到40%，绝无未来函数（必回）,龙头/涨停板策略
md,2025_origin_explain,56基于趋势、拥挤、景气的行业轮动，及行业强势个股的选择.md,09,行业板块轮动,基于趋势、拥挤、景气的行业轮动,行业轮动策略类
md,2025_origin_explain,24大容量低回撤价值投资-排除小市值因子.md,04,基本面价值选股,大容量低回撤价值投资,价值投资类
md,2025_origin_explain,25冷饭热吃之三，14年至今年华99.99.md,15,其他,冷饭热吃之三，14年至今年华99.99,其他策略类
md,2025_origin_explain,2连板龙头策略.md,03,打板与龙头,连板龙头策略,打板策略类
md,2025_origin_explain,31蛇皮走位小市值策略V1.0.md,01,小市值与微盘股,蛇皮走位小市值策略V1.0,小市值策略类
md,2025_origin_explain,"35【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.md",01,小市值与微盘股,菜场大妈股息率小市值策略,小市值策略类
md,2025_origin_explain,19机器学习线性回归小市值.md,01,小市值与微盘股,机器学习线性回归小市值,机器学习/AI策略类
md,2025_origin_explain,88WY大神的“龙头打板”策略小改.md,03,打板与龙头,"WY大神的""龙头打板""策略小改",打板策略类
md,2025_origin_explain,70动态保形回归小市值策略改进.md,01,小市值与微盘股,动态保形回归小市值策略改进,机器学习/AI策略类
md,2025_origin_explain,55怎么让龟速变奔跑？以“首版突破一进二”为例.md,03,打板与龙头,首版突破一进二,打板策略类
md,2025_origin_explain,16集合竞价三合一，今年收益1067.md,03,打板与龙头,集合竞价三合一,打板策略类
md,2025_origin_explain,54发一个学习策略5年70倍，思路可以学习.md,15,其他,发一个学习策略5年70倍，思路可以学习,其他策略类
md,2025_origin_explain,83大小外择时小市值.md,01,小市值与微盘股,大小外择时小市值,择时策略类
md,2025_origin_explain,58Debug-输出信息-多标的版ETF策略(ETF复现之三）.md,02,ETF轮动,Debug-输出信息-多标的版ETF策略,ETF轮动策略类
md,2025_origin_explain,59追板策略，今年收益已翻倍，低操作低回撤高收益可实盘.md,03,打板与龙头,追板策略,打板策略类
md,2025_origin_explain,68wywy1995 首板低开策略代码优化，提快速度.md,03,打板与龙头,首板低开策略代码优化,打板策略类
md,2025_origin_explain,67大市值价投高股息爱国者策略（爱我中华）.md,04,基本面价值选股,大市值价投高股息爱国者策略,价值投资类
md,2025_origin_explain,98热点行业和热点概念-成分股-及龙一龙二龙三.md,09,行业板块轮动,热点行业和热点概念-成分股-及龙一龙二龙三,行业轮动策略类
md,2025_origin_explain,95学习贴《一个完整的-深度学习-神经网络pipeline》.md,08,机器学习与AI,学习贴《一个完整的-深度学习-神经网络pipeline》,机器学习/AI策略类
md,2025_origin_explain,92行业宽度轮动研究.md,09,行业板块轮动,行业宽度轮动研究,行业轮动策略类
md,2025_origin_explain,100使用K-means 聚类对基金分类.md,02,ETF轮动,使用K-means聚类对基金分类,ETF轮动策略类
md,2025_origin_explain,91ETF-T0动量策略，年化 18%，回撤3.31%.md,02,ETF轮动,ETF-T0动量策略,ETF轮动策略类
md,2025_origin_explain,90固收+.md,04,基本面价值选股,固收+,价值投资类
md,2025_origin_explain,15小市值排除3个bug版，22年至今收益506.md,01,小市值与微盘股,小市值排除3个bug版,小市值策略类
md,2025_origin_explain,38ETF策略之核心资产轮动（线性增加权重）.md,02,ETF轮动,ETF策略之核心资产轮动,ETF轮动策略类
md,2025_origin_explain,40高股息策略.md,04,基本面价值选股,高股息策略,价值投资类
md,2025_origin_explain,63.5年12倍-小市值.md,01,小市值与微盘股,5年12倍-小市值,小市值策略类
md,2025_origin_explain,79国九条-新的红利因子，修正「审计意见」函数.md,04,基本面价值选股,国九条-新的红利因子,价值投资类
md,2025_origin_explain,1首板低开策略.md,03,打板与龙头,首板低开策略,打板策略类
md,2025_origin_explain,17多品种ETF动量轮动+EPO优化.md,02,ETF轮动,多品种ETF动量轮动+EPO优化,ETF轮动策略类
md,2025_origin_explain,51“四大搅屎棍策略”学习笔记-有魔改.md,14,资产配置与多策略组合,"""四大搅屎棍策略""学习笔记-有魔改",多策略组合类
md,2025_origin_explain,44国九条 年化130.74% 回撤11% 众神Debug版.md,01,小市值与微盘股,国九条年化130.74%回撤11%,小市值策略类
md,2025_origin_explain,37微盘股扩散指数双均线择时.md,01,小市值与微盘股,微盘股扩散指数双均线择时,择时策略类
md,2025_origin_explain,23大盘择时，逻辑简单.md,05,择时策略,大盘择时，逻辑简单,择时策略类
md,2025_origin_explain,41SVR机器学习上证综指择时中小板财务选股策略.md,05,择时策略,SVR机器学习上证综指择时中小板财务选股策略,择时策略类
md,2025_origin_explain,27人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.md,08,机器学习与AI,人工智能强化学习DQN交易智能体,机器学习/AI策略类
md,2025_origin_explain,61BiLSTM for ETF.md,08,机器学习与AI,BiLSTM for ETF,机器学习/AI策略类
md,2025_origin_explain,86手把手教你构建ETF策略候选池优化版.md,02,ETF轮动,手把手教你构建ETF策略候选池优化版,ETF轮动策略类
md,2025_origin_explain,89基于Gyro.大神的小市值策略的因子匹配研究.md,01,小市值与微盘股,基于Gyro.大神的小市值策略的因子匹配研究,小市值策略类
md,2025_origin_explain,12用子账户模拟多策略分仓.md,14,资产配置与多策略组合,用子账户模拟多策略分仓,多策略组合类
md,2025_origin_explain,48投资回报率ROIC中等市值.md,04,基本面价值选股,投资回报率ROIC中等市值,价值投资类
md,2025_origin_explain,7追首板涨停 过去两年年化304%.md,03,打板与龙头,追首板涨停,打板策略类
md,2025_origin_explain,62基金溢价（模拟效果好！）.md,02,ETF轮动,基金溢价（模拟效果好！）,ETF轮动策略类
md,2025_origin_explain,69“稳定摸狗策略”学习笔记.md,14,资产配置与多策略组合,"""稳定摸狗策略""学习笔记",多策略组合类
md,2025_origin_explain,"53TSmall-100, 微盘三正.md",01,小市值与微盘股,"TSmall-100, 微盘三正",小市值策略类
md,2025_origin_explain,57韶华研究之十八，201系列.md,15,其他,韶华研究之十八，201系列,其他策略类
md,2025_origin_explain,84正黄旗大妈选股改进-加入涨停卖出后的买入，提高资金利用率.md,01,小市值与微盘股,正黄旗大妈选股改进,小市值策略类
md,2025_origin_explain,42国九条：三年分红5千万以下且占净利润30以下将被ST.md,01,小市值与微盘股,国九条：三年分红5千万以下且占净利润30以下将被ST,其他策略类
md,2025_origin_explain,28韶华研究之十九，一致性用在微盘控制回撤.md,01,小市值与微盘股,韶华研究之十九，一致性用在微盘控制回撤,小市值策略类
md,2025_origin_explain,45此消彼长.md,15,其他,此消彼长,其他策略类
md,2025_origin_explain,26波动率过滤后相关性最小etf轮动.md,02,ETF轮动,波动率过滤后相关性最小etf轮动,ETF轮动策略类
md,2025_origin_explain,72量化进阶学习笔记——打板策略.md,03,打板与龙头,量化进阶学习笔记——打板策略,打板策略类
md,2025_origin_explain,6国九小市值策略【年化100.5】.md,01,小市值与微盘股,国九小市值策略,小市值策略类
md,2025_origin_explain,8国九条后中小板微盘小改，年化135.40.md,01,小市值与微盘股,国九条后中小板微盘小改,小市值策略类
md,2025_origin_explain,3、5年15倍的收益，年化79.93，可实盘，拿走不谢！.md,15,其他,5年15倍的收益，年化79.93,其他策略类
md,2025_origin_explain,10.10年52倍，年化59，全新因子方法超稳定.md,15,其他,10年52倍，年化59，全新因子方法超稳定,其他策略类
md,2025_origin_explain,47多策略整合大E小十年百倍（年化64）.md,14,资产配置与多策略组合,多策略整合大E小十年百倍,多策略组合类
md,2025_origin_explain,99韶华研究之二十，竞价异动.md,03,打板与龙头,韶华研究之二十，竞价异动,打板策略类
md,2025_origin_explain,85稳健型ETF策略.md,02,ETF轮动,稳健型ETF策略,ETF轮动策略类
md,2025_origin_explain,39干积分-大小盘反复横跳V2.0.md,01,小市值与微盘股,干积分-大小盘反复横跳V2.0,ETF轮动策略类
md,2025_origin_explain,80基本面01加RSI择时.md,05,择时策略,基本面01加RSI择时,择时策略类
md,2025_origin_explain,29穿越牛熊2.0(非小市值)年化50%的cta策略.md,01,小市值与微盘股,穿越牛熊2.0(非小市值)年化50%的cta策略,其他策略类
md,2025_origin_explain,5四大搅屎棍策略.md,14,资产配置与多策略组合,四大搅屎棍策略,多策略组合类
md,2025_origin_explain,75大市值价值投资优化一波.md,04,基本面价值选股,大市值价值投资优化一波,价值投资类
md,2025_origin_explain,4高股息低市盈率高增长的价投策略.md,04,基本面价值选股,高股息低市盈率高增长的价投策略,价值投资类
md,2025_origin_explain,18国庆节献礼：实例说明白马股攻防转换策略.md,15,其他,国庆节献礼：实例说明白马股攻防转换策略,其他策略类
md,2025_origin_explain,11低风险中等收益策略.md,15,其他,低风险中等收益策略,其他策略类
md,2025_origin_explain,30错杀反弹，掌握人性规律，开启投资新纪元.md,15,其他,错杀反弹，掌握人性规律,其他策略类
md,2025_origin_explain,66手把手教你构建ETF策略候选池.md,02,ETF轮动,手把手教你构建ETF策略候选池,ETF轮动策略类
md,2025_origin_explain,93.234板介入-2023年14倍-无未来.md,03,打板与龙头,234板介入-2023年14倍,打板策略类
md,2025_origin_explain,65搭建量化交易模型从零开始——择时，选股，仓位管理和因子分析.md,15,其他,搭建量化交易模型从零开始,其他策略类
md,2025_origin_explain,14安全摸狗策略.md,15,其他,安全摸狗策略,其他策略类
md,2025_origin_explain,50分享一种K线小碎步后突破的分钟级打法.md,15,其他,,
md,2025_origin_explain,43小市值再优化【年化98 回撤27】无未来函数.md,01,小市值与微盘股,小市值再优化,小市值策略类
md,2025_origin_explain,81搞市场最靓的仔！指数ETF动量轮动策略-2.md,02,ETF轮动,搞市场最靓的仔！指数ETF动量轮动策略-2,ETF轮动策略类
md,2025_origin_explain,9干积分-量化策略简易框架.md,15,其他,干积分-量化策略简易框架,其他策略类
md,2025_origin_explain,49干货贴《机器学习5折保形回归》 .md,08,机器学习与AI,干货贴《机器学习5折保形回归》,机器学习/AI策略类
md,2025_origin_explain,73微盘400每日再平衡.md,01,小市值与微盘股,微盘400每日再平衡,小市值策略类
md,2025_origin_explain,96首版+2版龙虎榜挖掘V2.0，年化1400.md,03,打板与龙头,首版+2版龙虎榜挖掘V2.0,打板策略类
md,2025_origin_explain,78首板低开策略-终极版 最大回撤15%，年化50%.md,03,打板与龙头,首板低开策略-终极版,打板策略类
md,2025_origin_explain,64大小外择时小市值3.0.md,01,小市值与微盘股,大小外择时小市值3.0,择时策略类
md,2025_origin_explain,74趋势筛选后相关性最小etf轮动.md,02,ETF轮动,趋势筛选后相关性最小etf轮动,ETF轮动策略类
md,2025_origin_explain,60高股息V1.0（小程序公开股池）.md,04,基本面价值选股,高股息V1.0,价值投资类
md,2025_origin_explain,21【原创】年化123涨停弱转强竞价战法.md,03,打板与龙头,年化123涨停弱转强竞价战法,打板策略类
md,2025_origin_explain,52机器学习滚动训练价投策略.md,08,机器学习与AI,机器学习滚动训练价投策略,机器学习/AI策略类
md,2025_origin_explain,46高增股池小市值轮动.md,01,小市值与微盘股,高增股池小市值轮动,小市值策略类
md,2025_origin_explain,76小市值止损策略【年化104.11】.md,01,小市值与微盘股,小市值止损策略,小市值策略类
md,2025_origin_explain,94别人“拿的住”的股票最赚钱.md,04,基本面价值选股,"别人""拿的住""的股票最赚钱",价值投资类
md,2025_origin_explain,36快过年了。不想呆在小市值的，可以拿这个策略躲一躲.md,15,其他,,
md,2025_origin_explain,20小盘股动态调仓，100只10年17倍.md,01,小市值与微盘股,小盘股动态调仓,小市值策略类
md,2025_origin_explain,33回馈社区顺便搞积分《一个完整的机器学习pipeline》.md,08,机器学习与AI,回馈社区顺便搞积分《一个完整的机器学习pipeline》,机器学习/AI策略类
md,2025_origin_explain,77研报三因子II-新规高分红小市值-年化60回撤19.md,04,基本面价值选股,研报三因子II-新规高分红小市值,价值投资类
md,2025_origin_explain,32EPO优化低相关etf组合.md,02,ETF轮动,EPO优化低相关etf组合,ETF轮动策略类
md,2025_origin_explain,87山寨红利.md,04,基本面价值选股,山寨红利,价值投资类
md,2025_origin_explain,13首板高开-低开-弱转强混合策略（今年收益1138.61）.md,03,打板与龙头,首板高开-低开-弱转强混合策略,打板策略类
md,2025_origin_explain,82回报社区——基于Gyro老师策略的思考.md,01,小市值与微盘股,基于Gyro老师策略的思考,小市值策略类
md,2025_origin_explain,34十年回测 年化103.32% 最大回撤23.89%.md,15,其他,十年回测年化103.32%最大回撤23.89%,其他策略类
md,2025_origin_explain,22带上止损的核心资产轮动才更安心，低回撤，高收益率.md,02,ETF轮动,带上止损的核心资产轮动,ETF轮动策略类
py,2023_origin_py,29.价值成长轮动策略.py,04,基本面价值选股,价值成长轮动策略,基本面选股策略
py,2023_origin_py,43.集合竞价摸奖策略1.0-致敬2022.py,03,打板与龙头,集合竞价摸奖策略1.0,龙头/涨停板策略
py,2023_origin_py,8.iAlpha 基金投资策略.py,11,期货与做空,iAlpha 基金投资策略,股指期货策略
py,2023_origin_py,23.低AH溢价选股.py,04,基本面价值选股,低AH溢价选股,基本面选股策略
py,2023_origin_py,48.【漂亮50 2.0止损版本】为了降低回撤，加入择时止损模块.py,05,择时策略,【漂亮50 2.0止损版本】为了降低回撤，加入择时止损模块,趋势跟踪策略
